CHEMBL296468	CID3025986
[1-BROMO-(3S)-HYDROX-4-(PALMITOYLOXY)BUTYL]PHOSPHATE	CID23682233
9-PHENANTHROL	CID10229
BI605906	CID23652660
CHEMBL1201545	CHEMBL1201545
CP-775146	CID10410059
CHEMBL88153	CID9844338
CHEMBL148	CID104838
CHEMBL2164551	CID9838729
CHEMBL2304286	CID13895197
CHEMBL2364607	CID71491931
R101933	CID219080
CHEMBL166937	CID100773
VNA932	CID5311500
COMPOUND 4G [PMID: 21316219]	CID136188827
CHEMBL267495	CID6445230
CHEMBL1500	CID5359421
[3H]OXOTREMORINE-M	CID4629
CHEMBL1230020	CID24180719
CHEMBL1200616	CID23675744
CHEMBL391997	CID2733484
TM38837	CID49779607
CHEMBL409348	CID12310288
CHEMBL1201177	CID5284409
COMPOUND 23N [PMID: 24900877]	CID86277844
CHEMBL313972	CID71398
UCCF-339	CID71376521
NM-3	CID5493470
CHEMBL1192519	CID5463984
CHEMBL1628670	CID10130594
R-486	CID101609115
TRV120027	CID3082475
CHEMBL516921	CID22314173
PANTOPRAZOLE	CID4679
CHEMBL350775	CID3037617
CHEMBL72410	CID5311192
CHEMBL152133	CID6918714
CHEMBL101690	CID5311258
TZD18	CID9827261
CHEMBL2109361	CHEMBL2109361
CHEMBL409969	CID44430609
CHEMBL2105890	CID6918266
CHEMBL3545384	CHEMBL3545384
CHEMBL1650	CID5745
CHEMBL8739	CID5280934
CHEMBL116757	CID2777
AKR-501	CID9852519
COMPOUND 10H [PMID: 20832306]	CID52944985
CHEMBL1200792	CID657374
CHEMBL2109193	CHEMBL2109193
CHEMBL86537	CID5269
CHEMBL76128	CID10593671
CHEMBL132589	CID23685469
CHEMBL53753	CID4707
CHEMBL111861	CID5867
ANNAMYCIN	CID115212
TF2	CID6102762
COMPOUND 1L [PMID: 16644217]	CID44413322
CHEMBL178707	CID9865843
FLAVONE ACETIC ACID	CID55748
U-99363E	CID133107
VU0364770	CID836002
CHEMBL46148	CID1282
CHEMBL357076	CID5311194
CHEMBL455	CID5320
CHEMBL1760248	CID54579974
12-HYDROXYHEPTADECATRIENOIC ACID	CID5283141
CHEMBL2311103	CID119086
CHEMBL1922673	CID44473150
CHEMBL1201068	CID25010739
CHEMBL3622821	CID58557659
5-OXO-C20:3	CID56947094
AF-906	CID24883277
COMPOUND 3 [PMID: 22533316]	CID10138707
CHEMBL3545388	CID11572784
AMINOBENZOVESAMICOL	CID10390222
CHEMBL499968	CHEMBL499968
CHEMBL1201082	CID657320
CHEMBL275628	CID164682
CHEMBL1828986	CID54669868
CHEMBL283206	CID5689
CHEMBL1946409	CID9845965
COMPOUND 4G [PMID: 22220592]	CID56844240
COMPOUND 6J [PMID: 27219676]	CID121231414
AZ3971	CID49858172
CHEMBL1201745	CID11350701
FR194921	CID9821511
CHEMBL2109346	CHEMBL2109346
CHEMBL1697744	CID65632
C21	CHEBI:61313
OAADPR	CID72193709
IS20	CID5442665
CHEMBL363648	CID9952773
AR231453	CID24939268
CHEMBL417149	CID644345
ENDOTHELIN-3	CID56664647
CHEMBL1201011	CID54891
CHEMBL1590266	CID131906
COMPOUND 1 [PMID: 25408830]	CID1091852
CHEMBL3187503	CID24996872
CHEMBL67129	CID6918520
CHEMBL2107357	CID16097729
CHEMBL1200947	CID53262283
CHEMBL1201051	CID24883446
CHEMBL1743035	CHEMBL1743035
CHEMBL211471	CID5824
CHEMBL37807	CID44283453
CHEMBL317094	CID40466903
T-0509	CID173382
CHEMBL576	CID1110
[18F]ALTANSERIN	CID5312287
CHEMBL2069623	CID53472153
CHEMBL1743085	CHEMBL1743085
G207	CID21348957
D-NAL-CYS-TYR-D-TRP-LYS-VAL-CYS-NAL-NH2	CID10213993
AR-C118925XX	CID54210200
CHEMBL1416728	CID3844
CHEMBL1517556	CID9819432
CHEMBL278570	CID6436123
CHEMBL2000716	CID403128
CHEMBL592652	CID46233311
CHEMBL2111066	CID3781
CHEMBL1417019	CID45108240
DEMECARIUM BROMIDE	CID5965
COMPOUND 14 [PMID: 24900428]	CID71461150
GO-203-2C	CID134819826
CHEMBL3707276	CID119058036
UP3U	CID73755005
6-AMINOCAPROIC ACID	CID564
CHEMBL2109592	CHEMBL2109592
CHEMBL1201204	CID636405
CHEMBL3707324	CHEMBL3707324
CHEMBL1232111	CID6419718
CHEMBL690	CID16759173
CHEMBL120768	CID5731
RG7845	CID86567195
CHEMBL2108167	CHEMBL2108167
DEOXYSPERGUALIN	CID55362
MURAMYL DIPEPTIDE	CID451714
CHEMBL1200935	CID60208591
LY334362	CID56947079
CHEMBL108468	CID9895194
A(4-24)(F23A)H2	CID134813895
CHEMBL2062266	CID18601660
CHEMBL103552	CID3894
GENTAMICIN	CID3467
CHEMBL1200419	CID9883259
CHEMBL319757	CID5512
AG-041R	CID9807431
CHEMBL1201655	CHEMBL1201655
CHEMBL1162174	CID44457307
CHEMBL572964	CID1118
CHEMBL2108318	CHEMBL2108318
CHEMBL24781	CID6918320
CHEMBL863	CID5862
CHEMBL486	CID9811177
CHEMBL345237	CID9801640
CHEMBL1201102	CID657251
CCK-8	CID9833444
CHEMBL2109530	CHEMBL2109530
CHEMBL1784904	CID53262904
CHEMBL441282	CID5040063
[11C]SB207145	CID73755034
CHEMBL364804	CID9832687
CHEMBL105712	CID10757
Z-DEVD-FMK	CID16760394
CHEMBL2109205	CHEMBL2109205
CHEMBL2109585	CHEMBL2109585
CHEMBL2103841	CID24997615
HC030031	CID1150897
CHEMBL12620	CID91613
CHEMBL1201115	CID104769
CHEMBL323356	CID3277600
CHEMBL481958	CID114897
CHEMBL514958	CID216470
CHEMBL1096562	CID157922
COMPOUND 5M [PMID: 20483621]	CID46871638
COMPOUND 27 [PMID: 22142545]	CID46239428
CHEMBL3544986	CID12068809
CHEMBL1738777	CID672548
CHEMBL1235981	CID446611
CHEMBL261425	CID5472558
CHEMBL103134	CID10256036
CHEMBL3137304	CID24873449
CHEMBL1083993	CID657191
CLEMASTINE	CID26987
CHEMBL1200911	CID6918224
COMPOUND 17 [PMID: 17125263]	CID11994411
CHEMBL171447	CID27902
QUINOSTATIN	CID6620134
CHEMBL1200477	CID23662349
CHEMBL58757	CID9927764
[125I](-)ICYP	CID73754996
CHEMBL3621988	CID12136798
GW873140	CID3001322
CHEMBL2103802	CID24906252
CHEMBL2108713	CHEMBL2108713
CHEMBL1756	CID259329
CHEMBL67654	CID40479695
CHEMBL18797	CID5352624
BMX-IN-1	CID71576693
HUMANIN	CID16131438
CHEMBL673	CID4688
CHEMBL126648	CID135430970
CHEMBL3307200	CID9917025
CHEMBL101683	CID9797919
RY764	CID6918851
CHEMBL204385	CID123695
HEPARIN	CID772
CHEMBL2218893	CID9963056
CHEMBL1200538	CID443967
IP-10	CID135418368
CHEMBL298235	CID100022
GPI-1485	CID9837656
CHEMBL209497	CID11698643
CHEMBL1256923	CID6852392
CHEMBL3545074	CHEMBL3545074
LEUPRORELIN ACETATE	CID657180
L-703,606	CID132629
5-HYDROXY-L-TRYPTOPHAN	CHEBI:17780
COMPOUND 10L [PMID: 24556381]	CID76318115
CHEMBL2109617	CHEMBL2109617
CHEMBL3545222	CHEMBL3545222
CHEMBL1823817	CID11547499
ABT-491	CID154086
CHEMBL443	CID5329
HEXAFLURONIUM BROMIDE	CID9434
CHEMBL233001	CID766949
CHEMBL74975	CID736736
COMPOUND 27 [PMID: 20346665]	CID46866192
CHEMBL3545237	CID118753639
UCM 765	CID24749950
CHEMBL523299	CID11519069
IM-12	CID25209788
CHEMBL3544961	CHEMBL3544961
MIBG	CID60860
STI 571	CID5291
(-)-RO 363	CID156297
CHEMBL412295	CID44452237
CHEMBL1743028	CHEMBL1743028
CHEMBL2094089	CID10391971
CHEMBL295830	CID2901
IRAK4 INHIBITOR 4B [PMID: 18474425]	CID44449334
CHEMBL1735158	CID4894
CHEMBL1085947	CID11715
VE-821	CID51000408
CD666	CID10090192
MDAM	CID9803852
PSALMOTOXIN 1	CID90489000
CHEMBL225304	CID2146
CHEMBL83980	CID2422
A778317	CID17757384
SAN-300	CHEMBL4297822
COMPOUND 33 [TODA ET AL., 2013]	CID60207864
CHEMBL433632	CID2832
APR19	CID54596718
CHEMBL1078983	CID16736978
CHEMBL396460	CID16131448
PEPTIDOGLYCAN	CHEBI:8006
CHEMBL235641	CID6490494
CHEMBL149082	CHEBI:91763
AZ4800	CID50996844
FG-5893	CID127728
CHEMBL3545180	CHEMBL3545180
ONO-4817	CID9888141
CHEMBL3301582	CHEMBL3301582
CHEMBL131556	CID5312124
DANTROLENE	CID6914273
CHEMBL3182200	CID5319879
CHEMBL1885865	CID119137
CHEMBL1200975	CID5282493
MRS2905	CID91827348
CHEMBL487387	CID6917970
CHEMBL467888	CID16750192
ISS-1018	CHEMBL4297680
BI-9564	CID117072549
CHEMBL64716	CID146417
CHEMBL3182437	CID60167849
COMPOUND 5B [PMID: 17358052]	CID11148966
AGK2	CID2130404
CHEMBL62136	CID447912
CHEMBL1790178	CID56657682
GUANIDINIUM	CHEBI:32735
ML-18	CID91827363
CHEMBL143210	CID16062593
CHEMBL1200912	CID24883436
[3H]RESINIFERATOXIN	CID5702546
CHEMBL571153	CID45485268
XK469	CID11957724
CHEMBL1161865	CID44415180
LDN-91946	CID950368
AZD8055	CID25262965
BN-81,644	CID9802572
CHEMBL518292	CID37839
CHEMBL206815	CID11452716
COBALT 60	CID61492
APALUTAMIDE	CID24872560
CHEMBL322524	CID9843120
YZM18	CID45486536
ONO-8713	CID9936595
R7112	CID46779333
CHEMBL3222137	CID23626877
CHEMBL109648	CID6433095
CHEMBL1742477	CID57347
UNC1215	CID57339144
METYROSINE	CID441350
CHEMBL2109263	CHEMBL2109263
[3H]NELIVAPTAN	CID70692936
PSB-12062	CID2320735
CHEMBL2158686	CID71458556
ADX88178	CID46836872
CHEMBL3545077	CID67313626
CHEMBL1234848	CID8758
COMPOUND 8 [PMID: 17562362}	CID9863759
BETA-GLUCAN	CID439262
COMPOUND 74A [PMID: 27077528]	CID121231401
PSN375963	CID2875918
CHEMBL518700	CID181254
R1678	CID137905
SULFONAMIDE-01	CID11532283
CHEMBL54440	CID64715
CHEMBL501259	CID6912404
BIM 23313	CID57340027
CHEMBL428	CHEMBL428
YM49598	CID10327625
L-97-1	CID11627742
CHEMBL1162492	CID66430
AZ7188	CID129320516
POT-4	CID16158103
CHEMBL1556	CID135398641
CHEMBL187349	CID5712057
CHEMBL541758	CID11498853
CHEMBL13470	CID123924
CHEMBL434063	CID6518171
CHEMBL1289953	CID16095384
N-DESALKYLQUETIAPINE	CID11369918
CHEMBL1774519	CID53238181
CCT251545	CID77050682
CHEMBL2096646	CID16211148
CHEMBL345714	CID5310993
[3H]A-585539	CID23643135
CHEMBL3545089	CID5081913
CHEMBL513922	CID6433109
CHEMBL1085946	CID7498
CHEMBL3545204	CHEMBL3545204
CHEMBL3039514	CID71661251
CHEMBL219586	CID9956726
SX-517	CID46897162
L-803,087	CID5311374
5-OXO-12-HETE	CID10568747
CHEMBL1334217	CID150716
CHEMBL1200599	CID53447387
CHEMBL505	CID2725
NE97220	CID5276531
COMPOUND 22M [PMID: 19831390]	CID44543082
COMPOUND 2 [PMID: 21105727]	CID73755194
CHEMBL2153670	CID66553204
COMPOUND 4G [PMID: 17709461]	CID44584870
CHEMBL3545235	CID16735117
CHEMBL786	CID25010734
3-ISOBUTYL-8-PYRROLIDINOXANTHINE	CID10221256
CHEMBL3707378	CHEMBL3707378
CHEMBL3545071	CHEMBL3545071
CHEMBL2079587	CID25249
COMPOUND 48/80	CHEBI:75295
CHEMBL1200748	CID38101
COMPOUND 1B [PMID: 9871762]	CID10457630
CHEMBL1761	CID207841
CHEMBL460895	CID24805768
CHEMBL2261604	CID10252540
CHEMBL3137301	CID9811834
CHEMBL1229535	CID6852167
CHEMBL1200772	CID23706212
COMPOUND 44 [PMID: 19748780]	CID16730275
R7232	CID13637622
BMS-936559	CHEMBL4297702
COMPOUND 3 [PMID: 21650226]	CID46836953
CHEMBL97453	CID5281813
CHEMBL3545345	CHEMBL3545345
ESOMEPRAZOLE MAGNESIUM	CID9601083
CHEMBL331378	CID92400
ML290	CID56593349
CHEMBL377559	CID44413941
CHEMBL189753	CID6918788
CHEMBL460831	CID123938
CHEMBL1200458	CID13344
YM-022	CID122130
CHEMBL400874	CID44442213
DIHYDROSPHINGOSINE 1-PHOSPHATE	CID644260
CHEMBL109783	CID4038180
CHEMBL1201630	CHEMBL1201630
CHEMBL216992	CID44388047
CHEMBL1082810	CID46891047
NBI-34041	CID9888194
IPEROXO	CID10104167
JMV3008	CID74015851
CHEMBL1395060	CID16078994
VTP-27999	CID16126898
CHEMBL1908355	CID60712
CHEMBL1200708	CID6917733
COMPOUND 1 [PMID: 24930776]	CID4128273
CHEMBL1093458	CID10090750
CHEMBL1409	CID9560989
LP-360924	CID91938092
CHEMBL1491825	CID9908833
CHEMBL451532	CID442428
COMPOUND 31 [PMID: 17963374]	CID23730136
MM07	CID134828250
CHEMBL2163568	CID9884817
CHEMBL88553	CID5218788
COMPOUND NRA 4 [PMID: 25262941]	CID101879981
CHEMBL256892	CID5287596
Z-VDVAD-FMK	CID25108684
CHEMBL1696	CID657326
TETRANDRINE	CID73078
CHEMBL593590	CID23725699
COMPOUND 1A [PMID: 2153213]	CID56947037
COMPOUND 5 {PMID: 24900446]	CID18392356
CHEMBL3545405	CHEMBL3545405
NE10790	CID10014835
CHEMBL329722	CID10065929
EXAMPLE 92 [WO2012095521]	CID50913216
AB-NECA	CID57340157
[3H]PEMETREXED	CID135469568
CHEMBL169046	CID65094
COMPOUND 23H [PMID: 17929793]	CID16659803
CHEMBL1200542	CID5952
CHEMBL307145	CID1057
CHEMBL280481	CID6509849
ACT-389949	CID49834265
MRS4062	CID53262902
CHEMBL1200403	CID5351720
CHEMBL458603	CID9600409
(HYDROXYMETHYLPHENYL)AGOMELATINE	CID9798456
COMPOUND 10A [PMID: 1447738]	CID9803080
CHEMBL2110666	CID9887755
CHEMBL375530	CID5894
CCK-4	CID446569
IPA-3	CID521106
CHEMBL2108572	CHEMBL2108572
ESREBOXETINE	CID65856
R(-)AMPHETAMINE	CID32893
AVE0897	CID59997891
CHEMBL1742991	CHEMBL1742991
CHEMBL2108667	CHEMBL2108667
CHEMBL2103793	CID70687254
CHEMBL995	CID11476710
CHEMBL461939	CID1554208
CHEMBL2109475	CHEMBL2109475
CHEMBL455185	CID5311042
CHEMBL299175	CID5581
CHEMBL180101	CID65856
RP-CAMPS	CHEBI:84622
MAST CELL DEGRANULATING PEPTIDE	CID16132290
SCH-351125	CID5479787
CHEMBL275443	CID37463
CHEMBL32838	CID6917655
CHEMBL14370	CID3022645
CHEMBL123138	CID9839317
DNA METHYLTRANSFERASE INHIBITOR	CID344265
CHEMBL58343	CID199
CHEMBL332370	CID9823277
SB234551	CID5311425
CHEMBL3707326	CHEMBL3707326
CHEMBL3545357	CHEMBL3545357
CHEMBL1200822	CID46864232
ALOSETRON	CID2099
CHEMBL1209431	CID46911068
CHEMBL28509	CID1392
CHEMBL215303	CID40461170
BN 50739	CID115002
CHEMBL325439	CID65923
R-715	CID5311397
CHEMBL45069	CID9947954
CHEMBL578988	CID888023
CHEMBL178090	CID11332763
CHEMBL374027	CID10146470
AZD8542	CID53344810
(R)-ZINC-3573	CID95882507
AS1949490	CID44473434
CHEMBL2347211	CID50938551
CHEMBL2171124	CID53469448
CHEMBL2109295	CHEMBL2109295
CHEMBL1067	CID114709
CHEMBL3545171	CID46840946
CHEMBL2109664	CHEMBL2109664
CHEMBL595759	CID46190878
COMPOUND 5I [PMID: 24099220]	CID478573
CHEMBL582878	CID8617
CHEMBL3235279	CID9936489
CHEMBL1604848	CID5948316
COMPOUND 37 [PMID: 24418773]	CID76328755
[PHE13,TYR19]MCH	CID91898992
CHEMBL201943	CID11535913
COMPOUND 15A [PMID: 22464687]	CID57778011
CHEMBL1201081	CID23680530
CHEMBL128000	CID5281222
CHEMBL44229	CID10745164
MLS003106905	CID301422
CHEMBL520992	CID133538
1-ALLYL-2-[3-(ISOPROPYLAMINO)PROPOXY]-9H-CARBAZOLE	CID9949081
COMPOUND 20 [BERGERON ET AL., 2016]	CID117995570
CHEMBL3544953	CHEMBL3544953
DIPHTHERIA TOXIN	CHEMBL2109120
CHEMBL128748	CID6477182
CHEMBL6273	CID3357
GRIFOLIC ACID METHYL ETHER	CID11531145
MK-3697	CID46190695
L-LYSINE	CID76308324
CHEMBL3545431	CID9888590
GASTRIN-34	CID71728416
CHEMBL2364638	CID68748835
CHEMBL3301581	CID76943386
FORMOTEROL	CID3083544
CHEMBL2109293	CHEMBL2109293
CHEMBL1697767	CID9470
GLCC14C18	CID124221653
BMS-817399	CID44537841
CHEMBL1229875	CID6994429
R788	CID11671467
CHEMBL384759	CID135398619
CHEMBL1237025	CHEMBL1237025
CHEMBL2108785	CHEMBL2108785
NVP 231	CID4096211
YM-244769	CID11442117
COMPOUND 2-3-2 [PMID: 24900824]	CID72202697
CHEMBL1201634	CHEMBL1201634
GSK1511931	CID44581765
CHEMBL222102	CID5278396
CHEMBL8030	CID39065
CHEMBL286136	CID5311299
CHEMBL274420	CID107756
CHEMBL3301593	CID71533696
CHEMBL273869	CID9831083
CHEMBL518043	CID10298385
L-163,101	CID73755245
CHEMBL1160714	CID42396
CHEMBL3545199	CHEMBL3545199
TAK-448	CID46700761
CHEMBL590985	CID130731
N-1-ISOPROPYL-5-MEOT	CID24820144
CHEMBL2107003	CID3034004
T487	CID12896
CHEMBL3707316	CHEMBL3707316
CHEMBL1201891	CID189821
CHEMBL1200774	CID5876
CHEMBL1208	CID2762
CHEMBL426	CID4112
HYDROXYETHYLAMINE TRANSITION-STATE INHIBITOR 1	CID11963503
R3487	CID3594276
CHEMBL411481	CID5311257
CHEMBL785	CID33572
BVT173187	CID73755160
CHEMBL274384	CID10171
CHEMBL3707226	CHEMBL3707226
CHEMBL1084513	CID9910902
CHEMBL1201642	CHEMBL1201642
(R)-RO65-6570	CID15512229
CHEMBL1200453	CID12620
CHEMBL2109348	CHEMBL2109348
CHEMBL1678	CID5741
CHEMBL2107872	CID56843747
CHEMBL369075	CID9842252
CHEMBL362628	CID10202564
CHEMBL36326	CID173614
CHEMBL67601	CID124846
CPI-203	CID71291068
CHEMBL134342	CID6112
CHEMBL18602	CID8063
CHEMBL113180	CID2252
AC-VEID-CHO	CID15487887
CHEMBL2151141	CID23627211
ATRIAL NATRIURETIC PEPTIDE	CID16129708
CHEMBL22077	CID3634
[125I]PTA-OH	CID73755023
CHEMBL3301606	CID44603362
MRS2957	CID91827347
COMPOUND 1 [PMID: 16821802]	CID11624321
BACITRACIN	CID10909430
CHEMBL313842	CID5723
CHEMBL721	CID7847
COMPOUND 11 [PMID: 12812482]	CID9916412
CGI1746	CID24857323
ELEZANUMAB	CHEMBL4297743
GR138676	CID25088319
DOCOSAHEXAENOIC ACID	CID445580
CHEMBL1231592	CID65076
S9947	CID656730
RO 25-1392	CID57339973
BIMU 8	CID5311028
COMPOUND 4 [PMID: 25259874]	CID91827355
CHEMBL2151197	CID16119086
CHEMBL74632	CID47499
CHEMBL2064571	CID42623951
CHEMBL2108570	CHEMBL2108570
AG 1024	CID2044
CERTOLIZUMAB	CHEMBL4297565
CHEMBL1201101	CID441404
GSK-3BETA INHIBITOR II	CID6539732
CHEMBL291536	CID6604926
CHEMBL1795717	CID10418702
CHEMBL3545394	CHEMBL3545394
CHEMBL174356	CID5311129
LOBAPLATIN	CID24202037
GSK 172981	CID25195091
CHEMBL321968	CID44335556
CHEMBL1098560	CID25192022
CHEMBL55659	CID6780
EXAMPLE 20 [WO2010128058]	CID46944265
UVI3003	CID44566108
OLOPATADINE	CID5281071
RIPA-56	CID121439991
CATPB	CID53308747
COMPOUND 7U [PMID: 24775305]	CID90656796
CHEMBL1200845	CID443943
CHEMBL279053	CID9889841
CHEMBL157885	CID9872203
CHEMBL107430	CID9867758
CHEMBL59356	CID3086671
CHEMBL1717890	CID4882
RP-8-CPT-CGMPS	CID136218972
SRC KINASE INHIBITOR I	CID1474853
CHEMBL481806	CID16755780
AR-C126313	CID22003577
EPZ011989	CID73670548
CHEMBL477989	CID135421339
SYK INHIBITOR	CID6419747
CHEMBL1200955	CID6441022
CHEMBL1789842	CID9827599
ZK-158252	CID9824142
CHEMBL521083	CID9864959
(S)-(+)-DIMETHINDENE MALEATE	CID56972160
COMPOUND D24 [PMID: 24374347]	CID5123423
CHEMBL2109256	CHEMBL2109256
KB-NB142-70	CID45258277
CHEMBL169703	CID115208
ABNORMAL CANNABIDIOL	CID89949
MEDICA 16	CID121871
CHEMBL454138	CID10026128
CHEMBL334773	CID102614
CHEMBL559478	CID9797360
NF770	CID53310474
CHEMBL1910936	CID25019940
CHEMBL1201334	CID25074470
KC-12615	CID6918344
CHEMBL594426	CID46225829
DEXRAZOXANE	CID71384
CHEMBL1201046	CID43507
CHEMBL1743008	CHEMBL1743008
DUTOGLIPTIN	CID11253490
CHEMBL10247	CID3132
CHEMBL366208	CID11452022
CHEMBL126075	CID3074
GINSENOSIDE RG3	CID9918693
SB 222200	CID6604009
CHEMBL593013	CID9868580
CHEMBL458084	CID25093231
CHEMBL549386	CID104799
COMPOUND A127 [WO2013110309]	CID90655897
CHEMBL206387	CID135450157
DTPA	CID3053
CHEMBL107498	CID2969
GSK-3BETA INHIBITOR VIII	CID448014
CHEMBL513349	CID2810413
CHEMBL499301	CID25150700
RN1747	CID5068295
SLG	CID6441562
CHEMBL1201421	CHEMBL1201421
CD40 LIGAND	CHEMBL4297718
CHEMBL205596	CID221493
CHEMBL1773904	CID11850
ELUBIRIXIN	CID10479502
2,3-DIHYDRO-1,4-DITHIIN-1,1,4,4-TETROXIDE	CID20549618
NB1011	CID6440764
CHEMBL441618	CID4350931
NAZARTINIB	CID72703790
CHEMBL156717	CID4359312
CHEMBL18872	CID9827407
CHEMBL291314	CID25023860
CHEMBL1720	CID139071528
CHEMBL459769	CID20111936
BIM 23060	CID57339795
CHEMBL1488784	CID1795545
PX-12	CID219104
DIHYDROTESTOSTERONE	CID10635
AZATADINE	CID19861
EPLIVANSERINE	CID135456190
CHEMBL2106198	CID50224
CHEMBL14253	CID180
CHEMBL252937	CID449051
CHEMBL2111286	CID62984
CHEMBL73341	CID9867750
PF-05190457	CID58438464
CHEMBL3545343	CHEMBL3545343
CHEMBL417675	CID4671
CHEMBL58832	CID6992089
CHEMBL3545231	CID68356537
561679	CID561679
APNEA	CID4397
CHEMBL206253	CID6451149
CHEMBL1643768	CID11384493
CHEMBL3330650	CID42642654
CHEMBL1201539	CHEMBL1201539
[3H]GSK931145	CID73755091
CHEMBL254778	CID11339118
CHEMBL1200967	CID15736
AFP-07	CID5311226
TMB-8	CID5494
CHEMBL279390	CID71307
CHEMBL194764	CID135515453
CHEMBL1743000	CHEMBL1743000
CHEMBL595069	CID6324614
OXYCODONE	CID5284603
CHEMBL437027	CID91898967
CHEMBL2364648	CHEMBL2364648
MIVEBRESIB	CID71600087
CA19-9	CID643993
CISATRACURIUM BESYLATE	CID62886
CHEMBL1387	CID6231
1-METHYL-L-TRYPTOPHAN	CID676159
INHIBITOR 19 [PMID: 21476495]	CID53259050
SLX-4090	CID53497429
CHEMBL1255901	CID9794806
CHEMBL502882	CID11245287
CHEMBL578995	CID11175501
EXAMPLE 13 [WO2009109743]	CID44199427
AZ13483342	CID9927967
DENSPM	CID4282
CHEMBL1331919	CID2630
LY314228	CID56947077
BRD9539	CID73755260
CHEMBL1271162	CID9939865
AZ20	CID46244454
CHEMBL1236670	CID5459319
CHEMBL1628528	CID135431092
CHEMBL2313646	CID22200891
CHEMBL95104	CID10028436
CHEMBL1472	CID638678
CHEMBL2107493	CID23664980
CHEMBL1703636	CID3111211
[3H]MARAVIROC	CID3002977
AMA	CID10428412
(3R,4S)-293B	CID121846
CHEMBL2103797	CID70695615
CHEMBL410683	CID6450278
CHEMBL78771	CID14309
CHEMBL2311146	CID5461879
COMPOUND 34 [PMID: 24749861]	CID86290500
CHEMBL591665	CID23667548
CHEMBL2386081	CID49843471
CHEMBL3545417	CHEMBL3545417
CHEMBL2028907	CID10033311
CHEMBL69863	CID667639
CHEMBL3545054	CHEMBL3545054
CHEMBL405759	CID9549289
CHEMBL2108708	CHEMBL2108708
CHEMBL63130	CID6951294
CHEMBL266349	CID183797
CHEMBL372797	CID6420161
CHEMBL275035	CID10403687
CHEMBL15063	CID2256
CHEMBL259327	CID8814
CHEMBL2364656	CHEMBL2364656
CHEMBL2107863	CHEMBL2107863
CHEMBL182150	CID9934033
PSB-416	CID108643
CHEMBL2108185	CID82149
CHEMBL140979	CID5311340
CHEMBL1242950	CID9948320
CHEMBL224720	CID4077460
GR94800	CID6324620
CHEMBL1829173	CID46854655
CHEMBL174426	CID2427
CHEMBL1206245	CID11248490
COMPOUND 9N [PMID: 18752940]	CID25101223
CHEMBL3707331	CID10311306
DROZITUMAB	CHEMBL1743008
COMPOUND 20 [PMID: 12372533]	CID44338671
LSN2814617	CID53252525
CHEMBL388590	CID2333
CHEMBL1200467	CID54740721
CHEMBL132846	CID9953887
CHEMBL51522	CID10259168
NOVOKININ	CID9987879
CHEMBL1243407	CID37990
AZ12971554	CID44537923
CHEMBL2396778	CID53308121
CEP-2563 DIHYDROCHLORIDE	CID129735769
CHEMBL574602	CID44598833
CHEMBL336908	CID1829
CHEMBL1256459	CID49836027
LX1031	CID23633604
CHEMBL2110737	CID60734
[3H]A778317	CID53321936
GNE-9605	CID76328936
CHEMBL3137354	CHEMBL3137354
CHEMBL3707353	CHEMBL3707353
EFLORNITHINE	CID3009
CHEMBL2165138	CID56599142
Z-360	CID9872609
BIIE0246	CID5311024
7ACC2	CID72696735
COMPOUND 4 [PMID: 23083103]	CID139031067
CHEMBL2396989	CID49837968
CHEMBL2105734	CID11178236
2-HYDROXY CAPRIC ACID	CID21488
CHEMBL479789	CID439744
OAG	CID5353264
CHEMBL444	CID2294
METRH	CID5311291
CHEMBL1743263	CID114948
CHEMBL96172	CID447865
CHEMBL400111	CID11488979
GR 196429	CID5311134
CHEMBL1201641	CHEMBL1201641
CHEMBL455536	CID59448166
CHEMBL3272516	CID124956
CHEMBL1743083	CHEMBL1743083
CHEMBL3786343	CID54758501
CHEMBL1794644	CID445127
CHEMBL2108718	CHEMBL2108718
CHEMBL2105661	CID25167017
CHEMBL1200781	CID23657881
CHEMBL1553629	CID44828492
CHEMBL117225	CID10370504
CHEMBL1876219	CID9823180
CHEMBL17127	CID176408
QUININE	CID3034034
CHEMBL161829	CID44374879
CHEMBL3544954	CID16158184
CHEMBL1743065	CHEMBL1743065
O3	CID24823
CHEMBL146624	CID10429242
CHEMBL606210	CID10929115
CHEMBL282468	CID6209
CHEMBL2107369	CID70693548
XMD17-109	CID71604307
CHEMBL507420	CID44580458
(+)-5-(5-BROMOTHIOPHEN-3-YL)-5-METHYL-4-OXO-4,5-DIHYDRO-FURAN-2-CARBOXYLIC ACID	CID11483496
CHEMBL1269258	CID52949124
OLEOYL-LYSOPHOSPHATIDYLCHOLINE	CID16081932
CHEMBL504567	CID100016
CHEMBL55	CID4735
CHEMBL3833346	CHEMBL3833346
COMPOUND 21 [PMID: 24900635]	CID76332060
METIXENE	CID4167
CHEMBL15927	CID5283387
CHEMBL2151570	CID11151363
CHEMBL117168	CID9908595
CHEMBL332486	CID9823741
CHEMBL460896	CID25223962
IN-3	CID10231401
CHEMBL296586	CID3820
CHEMBL77538	CID9796290
SCH772984	CID24866313
METHYLSCOPOLAMINE	CID71183
JAK3 INHIBITOR VI	CID16760524
NEUROMEDIN C	CID5486814
